21.9810 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
30.6674 	EXP 	Created firstW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='firstW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.6675 	EXP 	window1: mouseVisible = True
30.6698 	EXP 	Created polygon = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.6700 	EXP 	window1: mouseVisible = True
30.6720 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.6721 	EXP 	window1: mouseVisible = True
30.6742 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.6744 	EXP 	window1: mouseVisible = True
30.6760 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.6761 	EXP 	window1: mouseVisible = True
30.6781 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.6783 	EXP 	window1: mouseVisible = True
30.6798 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.9444 	EXP 	Sound sound_1 set volume 1.000
30.9446 	EXP 	window1: mouseVisible = True
30.9582 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.9584 	EXP 	window1: mouseVisible = True
30.9654 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
30.9656 	EXP 	window1: mouseVisible = True
30.9768 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.9769 	EXP 	window1: mouseVisible = True
30.9813 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Starting new trial in', units='height', win=Window(...), wrapWidth=1)
30.9816 	EXP 	window1: mouseVisible = True
30.9831 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.9832 	EXP 	window1: mouseVisible = True
30.9849 	EXP 	Created firstW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='firstW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.9850 	EXP 	window1: mouseVisible = True
30.9875 	EXP 	Created polygon = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.9877 	EXP 	window1: mouseVisible = True
30.9893 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.9895 	EXP 	window1: mouseVisible = True
30.9917 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.9919 	EXP 	window1: mouseVisible = True
30.9934 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
30.9936 	EXP 	window1: mouseVisible = True
30.9958 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.9959 	EXP 	window1: mouseVisible = True
30.9975 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
31.0016 	EXP 	Sound sound_1 set volume 1.000
31.0018 	EXP 	window1: mouseVisible = True
31.0098 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
31.0101 	EXP 	window1: mouseVisible = True
31.0147 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
31.0149 	EXP 	window1: mouseVisible = True
31.0250 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0030 	EXP 	textbox: autoLog = True
0.0315 	EXP 	text: autoDraw = True
4.0149 	EXP 	textbox: autoDraw = True
4.0315 	EXP 	text: autoDraw = False
54.7588 	DATA 	Keypress: space
54.7719 	EXP 	text: autoDraw = False
54.7719 	EXP 	textbox: autoDraw = False
54.7719 	EXP 	practiceText: autoDraw = True
57.1799 	EXP 	Imported sample.csv as conditions, 3 conditions, 9 params
57.1804 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
57.1806 	EXP 	New trial (rep=0, index=0): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-A.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-A.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-A.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-A.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 200)])
57.1904 	DATA 	Keypress: space
57.1928 	EXP 	practiceText: autoDraw = False
57.1928 	EXP 	text_3: autoDraw = True
57.1928 	EXP 	text_4: autoDraw = True
60.2041 	EXP 	text_3: autoDraw = False
60.2041 	EXP 	text_4: autoDraw = False
60.2041 	EXP 	firstW: height = 0.05000000000000001
60.2041 	EXP 	firstW: height = 0.05000000000000001
60.2041 	EXP 	firstW: height = 0.05000000000000001
60.2041 	EXP 	firstW: text = 'card'
60.2041 	EXP 	firstW: autoDraw = True
62.1868 	EXP 	polygon: autoDraw = True
62.2042 	EXP 	firstW: autoDraw = False
62.6867 	EXP 	polygon: autoDraw = False
62.6867 	EXP 	firstW: autoDraw = False
62.6867 	EXP 	polygon: autoDraw = False
62.6867 	EXP 	secondW: height = 0.05000000000000001
62.6867 	EXP 	secondW: height = 0.05000000000000001
62.6867 	EXP 	secondW: height = 0.05000000000000001
62.6867 	EXP 	secondW: text = 'yard'
62.6867 	EXP 	secondW: autoDraw = True
64.6865 	EXP 	secondW: autoDraw = False
64.6865 	EXP 	polygon_2: autoDraw = True
65.1864 	EXP 	polygon_2: autoDraw = False
65.1864 	EXP 	secondW: autoDraw = False
65.1864 	EXP 	polygon_2: autoDraw = False
65.1864 	EXP 	thirdW: height = 0.05000000000000001
65.1864 	EXP 	thirdW: height = 0.05000000000000001
65.1864 	EXP 	thirdW: height = 0.05000000000000001
65.1864 	EXP 	thirdW: text = 'yards'
65.1864 	EXP 	thirdW: autoDraw = True
67.1860 	EXP 	thirdW: autoDraw = False
67.1860 	EXP 	polygon_3: autoDraw = True
67.6859 	EXP 	polygon_3: autoDraw = False
67.6859 	EXP 	thirdW: autoDraw = False
67.6859 	EXP 	polygon_3: autoDraw = False
67.6859 	EXP 	fourthW: height = 0.05000000000000001
67.6859 	EXP 	fourthW: height = 0.05000000000000001
67.6859 	EXP 	fourthW: height = 0.05000000000000001
67.6859 	EXP 	fourthW: text = 'bard'
67.6859 	EXP 	fourthW: autoDraw = True
67.8860 	EXP 	Sound sound_1 started
68.5946 	EXP 	Sound sound_1 reached end of file
68.5947 	EXP 	Sound sound_1 reached end of file
69.6858 	EXP 	fourthW: autoDraw = False
69.6858 	EXP 	fourthW: autoDraw = False
69.6858 	EXP 	text_6: autoDraw = True
77.6030 	DATA 	Keypress: n
77.6338 	EXP 	text_6: autoDraw = False
77.6338 	EXP 	text_8: autoDraw = True
79.1179 	EXP 	New trial (rep=0, index=1): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-X.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-X.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-X.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-X.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 900)])
79.1337 	EXP 	text_8: autoDraw = False
79.1337 	EXP 	text_8: autoDraw = False
79.1337 	EXP 	text_3: autoDraw = True
79.1337 	EXP 	text_4: autoDraw = True
82.1332 	EXP 	text_3: autoDraw = False
82.1332 	EXP 	text_4: autoDraw = False
82.1332 	EXP 	text_3: autoDraw = False
82.1332 	EXP 	text_4: autoDraw = False
82.1332 	EXP 	firstW: text = 'card'
82.1332 	EXP 	firstW: autoDraw = True
84.1336 	EXP 	firstW: autoDraw = False
84.1336 	EXP 	polygon: autoDraw = True
84.6494 	EXP 	firstW: autoDraw = False
84.6494 	EXP 	polygon: autoDraw = False
84.6494 	EXP 	secondW: text = 'yard'
84.6494 	EXP 	secondW: autoDraw = True
86.6321 	EXP 	polygon_2: autoDraw = True
86.6498 	EXP 	secondW: autoDraw = False
87.1320 	EXP 	polygon_2: autoDraw = False
87.1320 	EXP 	secondW: autoDraw = False
87.1320 	EXP 	polygon_2: autoDraw = False
87.1320 	EXP 	thirdW: text = 'yards'
87.1320 	EXP 	thirdW: autoDraw = True
89.1323 	EXP 	thirdW: autoDraw = False
89.1323 	EXP 	polygon_3: autoDraw = True
89.6317 	EXP 	polygon_3: autoDraw = False
89.6317 	EXP 	thirdW: autoDraw = False
89.6317 	EXP 	polygon_3: autoDraw = False
89.6317 	EXP 	fourthW: text = 'bard'
89.6317 	EXP 	fourthW: autoDraw = True
90.5323 	EXP 	Sound sound_1 started
91.2053 	EXP 	Sound sound_1 reached end of file
91.2053 	EXP 	Sound sound_1 reached end of file
91.6312 	EXP 	fourthW: autoDraw = False
91.6312 	EXP 	fourthW: autoDraw = False
91.6312 	EXP 	text_6: autoDraw = True
96.2670 	DATA 	Keypress: n
96.2804 	EXP 	text_6: autoDraw = False
96.2804 	EXP 	text_8: autoDraw = True
97.7644 	EXP 	New trial (rep=0, index=2): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-C.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-C.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-C.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-C.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 600)])
97.7801 	EXP 	text_8: autoDraw = False
97.7801 	EXP 	text_8: autoDraw = False
97.7801 	EXP 	text_3: autoDraw = True
97.7801 	EXP 	text_4: autoDraw = True
100.7795 	EXP 	text_3: autoDraw = False
100.7795 	EXP 	text_4: autoDraw = False
100.7795 	EXP 	text_3: autoDraw = False
100.7795 	EXP 	text_4: autoDraw = False
100.7795 	EXP 	firstW: text = 'card'
100.7795 	EXP 	firstW: autoDraw = True
102.7801 	EXP 	firstW: autoDraw = False
102.7801 	EXP 	polygon: autoDraw = True
103.2789 	EXP 	polygon: autoDraw = False
103.2789 	EXP 	firstW: autoDraw = False
103.2789 	EXP 	polygon: autoDraw = False
103.2789 	EXP 	secondW: text = 'yard'
103.2789 	EXP 	secondW: autoDraw = True
105.2786 	EXP 	secondW: autoDraw = False
105.2786 	EXP 	polygon_2: autoDraw = True
105.7786 	EXP 	polygon_2: autoDraw = False
105.7786 	EXP 	secondW: autoDraw = False
105.7786 	EXP 	polygon_2: autoDraw = False
105.7786 	EXP 	thirdW: text = 'yards'
105.7786 	EXP 	thirdW: autoDraw = True
107.7790 	EXP 	thirdW: autoDraw = False
107.7790 	EXP 	polygon_3: autoDraw = True
108.2945 	EXP 	thirdW: autoDraw = False
108.2945 	EXP 	polygon_3: autoDraw = False
108.2945 	EXP 	fourthW: text = 'bard'
108.2945 	EXP 	fourthW: autoDraw = True
108.8780 	EXP 	Sound sound_1 started
109.5991 	EXP 	Sound sound_1 reached end of file
109.5991 	EXP 	Sound sound_1 reached end of file
110.2942 	EXP 	fourthW: autoDraw = False
110.2942 	EXP 	fourthW: autoDraw = False
110.2942 	EXP 	text_6: autoDraw = True
114.0135 	DATA 	Keypress: n
114.0268 	EXP 	text_6: autoDraw = False
114.0268 	EXP 	text_8: autoDraw = True
115.5971 	EXP 	text_8: autoDraw = False
115.5971 	EXP 	text_8: autoDraw = False
115.5971 	EXP 	text_7: autoDraw = True
121.5769 	EXP 	Imported stimuli.csv as conditions, 24 conditions, 10 params
121.5775 	EXP 	Created sequence: random, trialTypes=24, nReps=1, seed=None
121.5777 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 3), ('path1', 'audio\\set_5\\bat_en-IN-Standard-A.wav'), ('path2', 'audio\\set_5\\rat_en-IN-Standard-A.wav'), ('path3', 'audio\\set_5\\sat_en-IN-Standard-A.wav'), ('path4', 'audio\\set_5\\vat_en-IN-Standard-A.wav'), ('word1', 'bat'), ('word2', 'rat'), ('word3', 'sat'), ('word4', 'vat'), ('delay', 500)])
121.5827 	DATA 	Keypress: space
121.5851 	EXP 	text_7: autoDraw = False
121.5851 	EXP 	text_3: autoDraw = True
121.5851 	EXP 	text_4: autoDraw = True
124.5915 	EXP 	text_3: autoDraw = False
