14.4254 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
23.0681 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.0682 	EXP 	window1: mouseVisible = True
23.0714 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.0716 	EXP 	window1: mouseVisible = True
23.0741 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.0743 	EXP 	window1: mouseVisible = True
23.0767 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.0769 	EXP 	window1: mouseVisible = True
23.0784 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.3460 	EXP 	Sound sound_1 set volume 1.000
23.3463 	EXP 	window1: mouseVisible = True
23.3648 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.3650 	EXP 	window1: mouseVisible = True
23.3723 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
23.3725 	EXP 	window1: mouseVisible = True
23.3834 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.3836 	EXP 	window1: mouseVisible = True
23.3885 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Starting new trial in', units='height', win=Window(...), wrapWidth=1)
23.3888 	EXP 	window1: mouseVisible = True
23.3903 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.3905 	EXP 	window1: mouseVisible = True
23.3920 	EXP 	Created firstW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='firstW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.3922 	EXP 	window1: mouseVisible = True
23.3946 	EXP 	Created polygon = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.3948 	EXP 	window1: mouseVisible = True
23.3964 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.3966 	EXP 	window1: mouseVisible = True
23.3987 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.3989 	EXP 	window1: mouseVisible = True
23.4004 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.4006 	EXP 	window1: mouseVisible = True
23.4029 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.4032 	EXP 	window1: mouseVisible = True
23.4049 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.4087 	EXP 	Sound sound_1 set volume 1.000
23.4089 	EXP 	window1: mouseVisible = True
23.4159 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.4161 	EXP 	window1: mouseVisible = True
23.4212 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
23.4214 	EXP 	window1: mouseVisible = True
23.4314 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0031 	EXP 	textbox: autoLog = True
0.0231 	EXP 	text: autoDraw = True
4.0071 	EXP 	textbox: autoDraw = True
4.0237 	EXP 	text: autoDraw = False
11.5430 	DATA 	Keypress: space
11.5557 	EXP 	text: autoDraw = False
11.5557 	EXP 	textbox: autoDraw = False
11.5557 	EXP 	practiceText: autoDraw = True
13.7970 	EXP 	Imported sample.csv as conditions, 3 conditions, 9 params
13.7975 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
13.7978 	EXP 	New trial (rep=0, index=0): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-A.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-A.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-A.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-A.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 200)])
13.8071 	DATA 	Keypress: space
13.8094 	EXP 	practiceText: autoDraw = False
13.8094 	EXP 	text_3: autoDraw = True
13.8094 	EXP 	text_4: autoDraw = True
16.8212 	EXP 	text_3: autoDraw = False
16.8212 	EXP 	text_4: autoDraw = False
16.8212 	EXP 	firstW: height = 0.05000000000000001
16.8212 	EXP 	firstW: height = 0.05000000000000001
16.8212 	EXP 	firstW: height = 0.05000000000000001
16.8212 	EXP 	firstW: text = 'card'
16.8212 	EXP 	firstW: autoDraw = True
18.8041 	EXP 	polygon: autoDraw = True
18.8222 	EXP 	firstW: autoDraw = False
19.3041 	EXP 	polygon: autoDraw = False
19.3041 	EXP 	firstW: autoDraw = False
19.3041 	EXP 	polygon: autoDraw = False
19.3041 	EXP 	secondW: height = 0.05000000000000001
19.3041 	EXP 	secondW: height = 0.05000000000000001
19.3041 	EXP 	secondW: height = 0.05000000000000001
19.3041 	EXP 	secondW: text = 'yard'
19.3041 	EXP 	secondW: autoDraw = True
21.3043 	EXP 	secondW: autoDraw = False
21.3043 	EXP 	polygon_2: autoDraw = True
21.8036 	EXP 	polygon_2: autoDraw = False
21.8036 	EXP 	secondW: autoDraw = False
21.8036 	EXP 	polygon_2: autoDraw = False
21.8036 	EXP 	thirdW: height = 0.05000000000000001
21.8036 	EXP 	thirdW: height = 0.05000000000000001
21.8036 	EXP 	thirdW: height = 0.05000000000000001
21.8036 	EXP 	thirdW: text = 'yards'
21.8036 	EXP 	thirdW: autoDraw = True
23.8041 	EXP 	thirdW: autoDraw = False
23.8041 	EXP 	polygon_3: autoDraw = True
24.3031 	EXP 	polygon_3: autoDraw = False
24.3031 	EXP 	thirdW: autoDraw = False
24.3031 	EXP 	polygon_3: autoDraw = False
24.3031 	EXP 	fourthW: height = 0.05000000000000001
24.3031 	EXP 	fourthW: height = 0.05000000000000001
24.3031 	EXP 	fourthW: height = 0.05000000000000001
24.3031 	EXP 	fourthW: text = 'bard'
24.3031 	EXP 	fourthW: autoDraw = True
24.5038 	EXP 	Sound sound_1 started
25.2093 	EXP 	Sound sound_1 reached end of file
25.2094 	EXP 	Sound sound_1 reached end of file
25.9391 	DATA 	Keypress: y
26.3028 	EXP 	fourthW: autoDraw = False
26.3028 	EXP 	fourthW: autoDraw = False
26.3028 	EXP 	text_6: autoDraw = True
34.6229 	DATA 	Keypress: n
34.6345 	EXP 	text_6: autoDraw = False
34.6345 	EXP 	text_8: autoDraw = True
36.1185 	EXP 	New trial (rep=0, index=1): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-X.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-X.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-X.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-X.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 900)])
36.1342 	EXP 	text_8: autoDraw = False
36.1342 	EXP 	text_8: autoDraw = False
36.1342 	EXP 	text_3: autoDraw = True
36.1342 	EXP 	text_4: autoDraw = True
39.1335 	EXP 	text_3: autoDraw = False
39.1335 	EXP 	text_4: autoDraw = False
39.1335 	EXP 	text_3: autoDraw = False
39.1335 	EXP 	text_4: autoDraw = False
39.1335 	EXP 	firstW: text = 'card'
39.1335 	EXP 	firstW: autoDraw = True
41.1337 	EXP 	firstW: autoDraw = False
41.1337 	EXP 	polygon: autoDraw = True
41.6330 	EXP 	polygon: autoDraw = False
41.6330 	EXP 	firstW: autoDraw = False
41.6330 	EXP 	polygon: autoDraw = False
41.6330 	EXP 	secondW: text = 'yard'
41.6330 	EXP 	secondW: autoDraw = True
43.6327 	EXP 	secondW: autoDraw = False
43.6327 	EXP 	polygon_2: autoDraw = True
44.1330 	EXP 	polygon_2: autoDraw = False
44.1330 	EXP 	secondW: autoDraw = False
44.1330 	EXP 	polygon_2: autoDraw = False
44.1330 	EXP 	thirdW: text = 'yards'
44.1330 	EXP 	thirdW: autoDraw = True
46.1331 	EXP 	thirdW: autoDraw = False
46.1331 	EXP 	polygon_3: autoDraw = True
46.6489 	EXP 	thirdW: autoDraw = False
46.6489 	EXP 	polygon_3: autoDraw = False
46.6489 	EXP 	fourthW: text = 'bard'
46.6489 	EXP 	fourthW: autoDraw = True
47.5323 	EXP 	Sound sound_1 started
48.2006 	EXP 	Sound sound_1 reached end of file
48.2007 	EXP 	Sound sound_1 reached end of file
48.6483 	EXP 	fourthW: autoDraw = False
48.6483 	EXP 	fourthW: autoDraw = False
48.6483 	EXP 	text_6: autoDraw = True
48.7185 	DATA 	Keypress: n
48.7317 	EXP 	text_6: autoDraw = False
48.7317 	EXP 	text_8: autoDraw = True
50.2158 	EXP 	New trial (rep=0, index=2): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-C.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-C.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-C.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-C.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 600)])
50.2315 	EXP 	text_8: autoDraw = False
50.2315 	EXP 	text_8: autoDraw = False
50.2315 	EXP 	text_3: autoDraw = True
50.2315 	EXP 	text_4: autoDraw = True
53.2310 	EXP 	text_3: autoDraw = False
53.2310 	EXP 	text_4: autoDraw = False
53.2310 	EXP 	text_3: autoDraw = False
53.2310 	EXP 	text_4: autoDraw = False
53.2310 	EXP 	firstW: text = 'card'
53.2310 	EXP 	firstW: autoDraw = True
55.2303 	EXP 	firstW: autoDraw = False
55.2303 	EXP 	polygon: autoDraw = True
55.7304 	EXP 	polygon: autoDraw = False
55.7304 	EXP 	firstW: autoDraw = False
55.7304 	EXP 	polygon: autoDraw = False
55.7304 	EXP 	secondW: text = 'yard'
55.7304 	EXP 	secondW: autoDraw = True
57.7299 	EXP 	secondW: autoDraw = False
57.7299 	EXP 	polygon_2: autoDraw = True
58.2300 	EXP 	polygon_2: autoDraw = False
58.2300 	EXP 	secondW: autoDraw = False
58.2300 	EXP 	polygon_2: autoDraw = False
58.2300 	EXP 	thirdW: text = 'yards'
58.2300 	EXP 	thirdW: autoDraw = True
60.2296 	EXP 	thirdW: autoDraw = False
60.2296 	EXP 	polygon_3: autoDraw = True
60.7294 	EXP 	polygon_3: autoDraw = False
60.7294 	EXP 	thirdW: autoDraw = False
60.7294 	EXP 	polygon_3: autoDraw = False
60.7294 	EXP 	fourthW: text = 'bard'
60.7294 	EXP 	fourthW: autoDraw = True
61.3304 	EXP 	Sound sound_1 started
62.0538 	EXP 	Sound sound_1 reached end of file
62.0539 	EXP 	Sound sound_1 reached end of file
62.3314 	DATA 	Keypress: n
62.7290 	EXP 	fourthW: autoDraw = False
62.7290 	EXP 	fourthW: autoDraw = False
62.7290 	EXP 	text_6: autoDraw = True
63.4165 	DATA 	Keypress: n
63.4291 	EXP 	text_6: autoDraw = False
63.4291 	EXP 	text_8: autoDraw = True
64.9783 	EXP 	text_8: autoDraw = False
64.9783 	EXP 	text_8: autoDraw = False
64.9783 	EXP 	text_7: autoDraw = True
68.8198 	EXP 	Imported stimuli.csv as conditions, 24 conditions, 10 params
68.8203 	EXP 	Created sequence: random, trialTypes=24, nReps=1, seed=None
68.8206 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 0), ('path1', 'audio\\set_9\\box_en-IN-Standard-A.wav'), ('path2', 'audio\\set_9\\fox_en-IN-Standard-A.wav'), ('path3', 'audio\\set_9\\ox_en-IN-Standard-A.wav'), ('path4', 'audio\\set_9\\rocks_en-IN-Standard-A.wav'), ('word1', 'box'), ('word2', 'fox'), ('word3', 'ox'), ('word4', 'rocks'), ('delay', 0)])
68.8260 	DATA 	Keypress: space
68.8283 	EXP 	text_7: autoDraw = False
68.8283 	EXP 	text_3: autoDraw = True
