33.1874 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
43.4549 	EXP 	Created firstW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='firstW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.4551 	EXP 	window1: mouseVisible = True
43.4576 	EXP 	Created polygon = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.4577 	EXP 	window1: mouseVisible = True
43.4594 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.4596 	EXP 	window1: mouseVisible = True
43.4620 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.4621 	EXP 	window1: mouseVisible = True
43.4642 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.4644 	EXP 	window1: mouseVisible = True
43.4665 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.4666 	EXP 	window1: mouseVisible = True
43.4682 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9361 	EXP 	Sound sound_1 set volume 1.000
43.9362 	EXP 	window1: mouseVisible = True
43.9501 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
43.9503 	EXP 	window1: mouseVisible = True
43.9575 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
43.9577 	EXP 	window1: mouseVisible = True
43.9688 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
43.9690 	EXP 	window1: mouseVisible = True
43.9735 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Starting new trial in', units='height', win=Window(...), wrapWidth=1)
43.9739 	EXP 	window1: mouseVisible = True
43.9755 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9758 	EXP 	window1: mouseVisible = True
43.9773 	EXP 	Created firstW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1.,  1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='firstW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9775 	EXP 	window1: mouseVisible = True
43.9802 	EXP 	Created polygon = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([0., 0., 0.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.9805 	EXP 	window1: mouseVisible = True
43.9821 	EXP 	Created secondW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='secondW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9822 	EXP 	window1: mouseVisible = True
43.9843 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.9845 	EXP 	window1: mouseVisible = True
43.9861 	EXP 	Created thirdW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thirdW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9862 	EXP 	window1: mouseVisible = True
43.9883 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0., 0., 0.]), lineWidth=1.0, name='polygon_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
43.9886 	EXP 	window1: mouseVisible = True
43.9905 	EXP 	Created fourthW = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 0.09019608, -1.        , -1.        ]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fourthW', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
43.9947 	EXP 	Sound sound_1 set volume 1.000
43.9949 	EXP 	window1: mouseVisible = True
44.0028 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
44.0030 	EXP 	window1: mouseVisible = True
44.0081 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Response has been recorded.', units='height', win=Window(...), wrapWidth=1)
44.0084 	EXP 	window1: mouseVisible = True
44.0194 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0031 	EXP 	textbox: autoLog = True
0.0286 	EXP 	text: autoDraw = True
4.0130 	EXP 	textbox: autoDraw = True
4.0299 	EXP 	text: autoDraw = False
6.0834 	DATA 	Keypress: space
6.1125 	EXP 	text: autoDraw = False
6.1125 	EXP 	textbox: autoDraw = False
6.1125 	EXP 	practiceText: autoDraw = True
8.5206 	EXP 	Imported sample.csv as conditions, 3 conditions, 9 params
8.5353 	EXP 	Created sequence: random, trialTypes=3, nReps=1, seed=None
8.5356 	EXP 	New trial (rep=0, index=0): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-X.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-X.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-X.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-X.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 900)])
8.5439 	DATA 	Keypress: space
8.5463 	EXP 	practiceText: autoDraw = False
8.5463 	EXP 	text_3: autoDraw = True
8.5463 	EXP 	text_4: autoDraw = True
11.5450 	EXP 	text_3: autoDraw = False
11.5450 	EXP 	text_4: autoDraw = False
11.5450 	EXP 	firstW: height = 0.05000000000000001
11.5450 	EXP 	firstW: height = 0.05000000000000001
11.5450 	EXP 	firstW: height = 0.05000000000000001
11.5450 	EXP 	firstW: text = 'card'
11.5450 	EXP 	firstW: autoDraw = True
13.5279 	EXP 	polygon: autoDraw = True
13.5445 	EXP 	firstW: autoDraw = False
14.0279 	EXP 	polygon: autoDraw = False
14.0279 	EXP 	firstW: autoDraw = False
14.0279 	EXP 	polygon: autoDraw = False
14.0279 	EXP 	secondW: height = 0.05000000000000001
14.0279 	EXP 	secondW: height = 0.05000000000000001
14.0279 	EXP 	secondW: height = 0.05000000000000001
14.0279 	EXP 	secondW: text = 'yard'
14.0279 	EXP 	secondW: autoDraw = True
16.0274 	EXP 	secondW: autoDraw = False
16.0274 	EXP 	polygon_2: autoDraw = True
16.5275 	EXP 	polygon_2: autoDraw = False
16.5275 	EXP 	secondW: autoDraw = False
16.5275 	EXP 	polygon_2: autoDraw = False
16.5275 	EXP 	thirdW: height = 0.05000000000000001
16.5275 	EXP 	thirdW: height = 0.05000000000000001
16.5275 	EXP 	thirdW: height = 0.05000000000000001
16.5275 	EXP 	thirdW: text = 'yards'
16.5275 	EXP 	thirdW: autoDraw = True
18.5270 	EXP 	thirdW: autoDraw = False
18.5270 	EXP 	polygon_3: autoDraw = True
19.0421 	EXP 	polygon_3: autoDraw = False
19.0421 	EXP 	thirdW: autoDraw = False
19.0421 	EXP 	polygon_3: autoDraw = False
19.0421 	EXP 	fourthW: height = 0.05000000000000001
19.0421 	EXP 	fourthW: height = 0.05000000000000001
19.0421 	EXP 	fourthW: height = 0.05000000000000001
19.0421 	EXP 	fourthW: text = 'bard'
19.0421 	EXP 	fourthW: autoDraw = True
19.9270 	EXP 	Sound sound_1 started
20.6024 	EXP 	Sound sound_1 reached end of file
20.6025 	EXP 	Sound sound_1 reached end of file
21.0431 	EXP 	fourthW: autoDraw = False
21.0431 	EXP 	fourthW: autoDraw = False
21.0431 	EXP 	text_6: autoDraw = True
22.8868 	DATA 	Keypress: y
22.8931 	EXP 	text_6: autoDraw = False
22.8931 	EXP 	text_8: autoDraw = True
24.3768 	EXP 	New trial (rep=0, index=1): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-C.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-C.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-C.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-C.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 600)])
24.3925 	EXP 	text_8: autoDraw = False
24.3925 	EXP 	text_8: autoDraw = False
24.3925 	EXP 	text_3: autoDraw = True
24.3925 	EXP 	text_4: autoDraw = True
27.3918 	EXP 	text_3: autoDraw = False
27.3918 	EXP 	text_4: autoDraw = False
27.3918 	EXP 	text_3: autoDraw = False
27.3918 	EXP 	text_4: autoDraw = False
27.3918 	EXP 	firstW: text = 'card'
27.3918 	EXP 	firstW: autoDraw = True
29.3915 	EXP 	firstW: autoDraw = False
29.3915 	EXP 	polygon: autoDraw = True
29.8914 	EXP 	polygon: autoDraw = False
29.8914 	EXP 	firstW: autoDraw = False
29.8914 	EXP 	polygon: autoDraw = False
29.8914 	EXP 	secondW: text = 'yard'
29.8914 	EXP 	secondW: autoDraw = True
31.8917 	EXP 	secondW: autoDraw = False
31.8917 	EXP 	polygon_2: autoDraw = True
32.3909 	EXP 	polygon_2: autoDraw = False
32.3909 	EXP 	secondW: autoDraw = False
32.3909 	EXP 	polygon_2: autoDraw = False
32.3909 	EXP 	thirdW: text = 'yards'
32.3909 	EXP 	thirdW: autoDraw = True
34.3906 	EXP 	thirdW: autoDraw = False
34.3906 	EXP 	polygon_3: autoDraw = True
34.8922 	EXP 	polygon_3: autoDraw = False
34.8922 	EXP 	thirdW: autoDraw = False
34.8922 	EXP 	polygon_3: autoDraw = False
34.8922 	EXP 	fourthW: text = 'bard'
34.8922 	EXP 	fourthW: autoDraw = True
35.4906 	EXP 	Sound sound_1 started
36.2164 	EXP 	Sound sound_1 reached end of file
36.2165 	EXP 	Sound sound_1 reached end of file
36.9078 	EXP 	fourthW: autoDraw = False
36.9078 	EXP 	fourthW: autoDraw = False
36.9078 	EXP 	text_6: autoDraw = True
37.5118 	DATA 	Keypress: y
37.5401 	EXP 	text_6: autoDraw = False
37.5401 	EXP 	text_8: autoDraw = True
39.0242 	EXP 	New trial (rep=0, index=2): OrderedDict([('path1', 'audio\\set_12\\card_en-IN-Standard-A.wav'), ('path2', 'audio\\set_12\\yard_en-IN-Standard-A.wav'), ('path3', 'audio\\set_12\\yards_en-IN-Standard-A.wav'), ('path4', 'audio\\set_12\\bard_en-IN-Standard-A.wav'), ('word1', 'card'), ('word2', 'yard'), ('word3', 'yards'), ('word4', 'bard'), ('delay', 200)])
39.0396 	EXP 	text_8: autoDraw = False
39.0396 	EXP 	text_8: autoDraw = False
39.0396 	EXP 	text_3: autoDraw = True
39.0396 	EXP 	text_4: autoDraw = True
42.0392 	EXP 	text_3: autoDraw = False
42.0392 	EXP 	text_4: autoDraw = False
42.0392 	EXP 	text_3: autoDraw = False
42.0392 	EXP 	text_4: autoDraw = False
42.0392 	EXP 	firstW: text = 'card'
42.0392 	EXP 	firstW: autoDraw = True
44.0386 	EXP 	firstW: autoDraw = False
44.0386 	EXP 	polygon: autoDraw = True
44.5388 	EXP 	polygon: autoDraw = False
44.5388 	EXP 	firstW: autoDraw = False
44.5388 	EXP 	polygon: autoDraw = False
44.5388 	EXP 	secondW: text = 'yard'
44.5388 	EXP 	secondW: autoDraw = True
46.5387 	EXP 	secondW: autoDraw = False
46.5387 	EXP 	polygon_2: autoDraw = True
47.0382 	EXP 	polygon_2: autoDraw = False
47.0382 	EXP 	secondW: autoDraw = False
47.0382 	EXP 	polygon_2: autoDraw = False
47.0382 	EXP 	thirdW: text = 'yards'
47.0382 	EXP 	thirdW: autoDraw = True
49.0378 	EXP 	thirdW: autoDraw = False
49.0378 	EXP 	polygon_3: autoDraw = True
49.5377 	EXP 	polygon_3: autoDraw = False
49.5377 	EXP 	thirdW: autoDraw = False
49.5377 	EXP 	polygon_3: autoDraw = False
49.5377 	EXP 	fourthW: text = 'bard'
49.5377 	EXP 	fourthW: autoDraw = True
49.7384 	EXP 	Sound sound_1 started
50.4519 	EXP 	Sound sound_1 reached end of file
50.4521 	EXP 	Sound sound_1 reached end of file
51.3565 	DATA 	Keypress: n
51.5373 	EXP 	fourthW: autoDraw = False
51.5373 	EXP 	fourthW: autoDraw = False
51.5373 	EXP 	text_6: autoDraw = True
55.6068 	DATA 	Keypress: y
55.6201 	EXP 	text_6: autoDraw = False
55.6201 	EXP 	text_8: autoDraw = True
57.2603 	EXP 	text_8: autoDraw = False
57.2603 	EXP 	text_8: autoDraw = False
57.2603 	EXP 	text_7: autoDraw = True
58.6044 	DATA 	Keypress: space
61.3710 	DATA 	Keypress: space
61.4178 	EXP 	Imported stimuli.csv as conditions, 24 conditions, 10 params
61.4185 	EXP 	Created sequence: random, trialTypes=24, nReps=1, seed=None
61.4187 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 7), ('path1', 'audio\\set_2\\mood_en-IN-Standard-X.wav'), ('path2', 'audio\\set_8\\bow_en-IN-Standard-X.wav'), ('path3', 'audio\\set_0\\wheat_en-IN-Standard-X.wav'), ('path4', 'audio\\set_0\\sleet_en-IN-Standard-X.wav'), ('word1', 'mood'), ('word2', 'bow'), ('word3', 'heat'), ('word4', 'sleet'), ('delay', 1000)])
61.4259 	EXP 	text_7: autoDraw = False
